qpid	desc
ZLC03G0001740	Transcription factor
ZLC03G0000870	Transcription factor
ZLC03G0000930	Transcription factor
ZLC04G0028080	Transcription factor
ZLC04G0028060	Transcription factor
ZLC04G0027760	Transcription factor
ZLC04G0027190	Transcription factor
ZLC04G0027200	Transcription factor
ZLC04G0026750	Transcription factor
ZLC04G0026430	Transcription factor
ZLC04G0026390	Transcription factor
ZLC04G0026380	Transcription factor
ZLC04G0026340	Transcription factor
ZLC04G0025460	Transcription factor
ZLC04G0024840	Transcription factor
ZLC04G0024560	Transcription factor
ZLC04G0021870	Transcription factor
ZLC04G0018220	Transcription factor
ZLC04G0023130	Transcription factor
ZLC04G0023060	Transcription factor
ZLC04G0022910	Transcription factor
ZLC04G0022880	Transcription factor
ZLC04G0020900	Transcription factor
ZLC04G0021370	Transcription factor
ZLC04G0019570	Transcription factor
ZLC04G0019380	Transcription factor
ZLC04G0019160	Transcription factor
ZLC04G0011200	Transcription factor
ZLC04G0018630	Transcription factor
ZLC04G0018540	Transcription factor
ZLC04G0018420	Transcription factor
ZLC04G0017560	Transcription factor
ZLC04G0017540	Transcription factor
ZLC04G0018340	Transcription factor
ZLC04G0018410	Transcription factor
ZLC04G0018760	Transcription factor
ZLC04G0020820	Transcription factor
ZLC04G0015800	Transcription factor
ZLC04G0015820	Transcription factor
ZLC04G0015280	Transcription factor
ZLC04G0015210	Transcription factor
ZLC04G0014750	Transcription factor
ZLC04G0014280	Transcription factor
ZLC02G0030320	Transcription factor
ZLC04G0013790	Transcription factor
ZLC04G0012810	Transcription factor
ZLC04G0012660	Transcription factor
ZLC04G0011680	Transcription factor
ZLC04G0011870	Transcription factor
ZLC04G0009070	Transcription factor
ZLC04G0009060	Transcription factor
ZLC04G0010920	Transcription factor
ZLC04G0010300	Transcription factor
ZLC04G0010380	Transcription factor
ZLC04G0009470	Transcription factor
ZLC04G0009430	Transcription factor
ZLC04G0009320	Transcription factor
ZLC04G0008090	Transcription factor
ZLC04G0008080	Transcription factor
ZLC04G0008020	Transcription factor
ZLC04G0007730	Transcription factor
ZLC04G0008600	Transcription factor
ZLC04G0007580	Transcription factor
ZLC04G0007680	Transcription factor
ZLC04G0006990	Transcription factor
ZLC04G0006970	Transcription factor
ZLC04G0006960	Transcription factor
ZLC04G0006300	Transcription factor
ZLC04G0006220	Transcription factor
ZLC04G0006170	Transcription factor
ZLC04G0006110	Transcription factor
ZLC04G0006000	Transcription factor
ZLC04G0005970	Transcription factor
ZLC04G0005920	Transcription factor
ZLC04G0005500	Transcription factor
ZLC04G0005300	Transcription factor
ZLC04G0004970	Transcription factor
ZLC04G0004950	Transcription factor
ZLC04G0004860	Transcription factor
ZLC04G0004450	Transcription factor
ZLC04G0004200	Transcription factor
ZLC04G0004120	Transcription factor
ZLC04G0003970	Transcription factor
ZLC04G0003530	Transcription factor
ZLC04G0003460	Transcription factor
ZLC04G0003450	Transcription factor
ZLC04G0002760	Transcription factor
ZLC04G0002800	Transcription factor
ZLC04G0002830	Transcription factor
ZLC04G0002900	Transcription factor
ZLC04G0003030	Transcription factor
ZLC04G0003040	Transcription factor
ZLC04G0003100	Transcription factor
ZLC04G0002080	Transcription factor
ZLC04G0002050	Transcription factor
ZLC04G0000850	Transcription factor
ZLC04G0002410	Transcription factor
ZLC04G0002490	Transcription factor
ZLC04G0002500	Transcription factor
ZLC04G0000560	Transcription factor
ZLC04G0000380	Transcription factor
ZLC04G0000340	Transcription factor
ZLC05G0001810	Transcription factor
ZLC05G0002190	Transcription factor
ZLC05G0002560	Transcription factor
ZLC05G0002930	Transcription factor
ZLC05G0003040	Transcription factor
ZLC05G0003150	Transcription factor
ZLC05G0004050	Transcription factor
ZLC05G0004610	Transcription factor
ZLC05G0004640	Transcription factor
ZLC05G0006420	Transcription factor
ZLC05G0006660	Transcription factor
ZLC05G0006650	Transcription factor
ZLC05G0007060	Transcription factor
ZLC05G0007070	Transcription factor
ZLC05G0014460	Transcription factor
ZLC05G0008020	Transcription factor
ZLC05G0008640	Transcription factor
ZLC05G0009500	Transcription factor
ZLC05G0009530	Transcription factor
ZLC05G0009720	Transcription factor
ZLC05G0010930	Transcription factor
ZLC05G0011750	Transcription factor
ZLC05G0013240	Transcription factor
ZLC05G0012680	Transcription factor
ZLC05G0014750	Transcription factor
ZLC05G0014170	Transcription factor
ZLC05G0013500	Transcription factor
ZLC05G0016150	Transcription factor
ZLC05G0016760	Transcription factor
ZLC12G0028860	Transcription factor
ZLC05G0016730	Transcription factor
ZLC05G0016540	Transcription factor
ZLC05G0013120	Transcription factor
ZLC05G0013080	Transcription factor
ZLC05G0015350	Transcription factor
ZLC05G0015000	Transcription factor
ZLC05G0015890	Transcription factor
ZLC05G0012190	Transcription factor
ZLC05G0015960	Transcription factor
ZLC05G0016000	Transcription factor
ZLC05G0016960	Transcription factor
ZLC05G0017020	Transcription factor
ZLC05G0017140	Transcription factor
ZLC05G0017330	Transcription factor
ZLC05G0017740	Transcription factor
ZLC05G0017620	Transcription factor
ZLC05G0018420	Transcription factor
ZLC05G0018430	Transcription factor
ZLC05G0018410	Transcription factor
ZLC06G0034740	Transcription factor
ZLC05G0019070	Transcription factor
ZLC05G0019430	Transcription factor
ZLC05G0020130	Transcription factor
ZLC05G0020690	Transcription factor
ZLC05G0020400	Transcription factor
ZLC05G0020870	Transcription factor
ZLC05G0021000	Transcription factor
ZLC05G0021140	Transcription factor
ZLC05G0021660	Transcription factor
ZLC05G0021880	Transcription factor
ZLC05G0021900	Transcription factor
ZLC05G0022440	Transcription factor
ZLC05G0022600	Transcription factor
ZLC05G0022650	Transcription factor
ZLC05G0023600	Transcription factor
ZLC05G0023610	Transcription factor
ZLC05G0023640	Transcription factor
ZLC05G0023880	Transcription factor
ZLC05G0024000	Transcription factor
ZLC05G0024790	Transcription factor
ZLC05G0025640	Transcription factor
ZLC05G0025400	Transcription factor
ZLC05G0025970	Transcription factor
ZLC05G0026330	Transcription factor
ZLC06G0035210	Transcription factor
ZLC06G0035130	Transcription factor
ZLC06G0035110	Transcription factor
ZLC06G0035030	Transcription factor
ZLC06G0033520	Transcription factor
ZLC06G0033380	Transcription factor
ZLC06G0033020	Transcription factor
ZLC06G0033200	Transcription factor
ZLC06G0032650	Transcription factor
ZLC06G0032350	Transcription factor
ZLC06G0031300	Transcription factor
ZLC06G0031410	Transcription factor
ZLC06G0031250	Transcription factor
ZLC06G0031010	Transcription factor
ZLC06G0030540	Transcription factor
ZLC01G0040590	Transcription factor
ZLC06G0030210	Transcription factor
ZLC06G0030160	Transcription factor
ZLC06G0029720	Transcription factor
ZLC06G0029210	Transcription factor
ZLC06G0029320	Transcription factor
ZLC06G0028990	Transcription factor
ZLC06G0027410	Transcription factor
ZLC06G0026860	Transcription factor
ZLC06G0026910	Transcription factor
ZLC06G0027040	Transcription factor
ZLC06G0025170	Transcription factor
ZLC06G0025160	Transcription factor
ZLC03G0031510	Transcription factor
ZLC06G0026070	Transcription factor
ZLC06G0025320	Transcription factor
ZLC06G0027340	Transcription factor
ZLC06G0027990	Transcription factor
ZLC06G0024120	Transcription factor
ZLC10G0015930	Transcription factor
ZLC06G0023950	Transcription factor
ZLC06G0023010	Transcription factor
ZLC06G0023360	Transcription factor
ZLC06G0026600	Transcription factor
ZLC06G0026090	Transcription factor
ZLC06G0027690	Transcription factor
ZLC01G0018790	Transcription factor
ZLC06G0024480	Transcription factor
ZLC11G0006230	Transcription factor
ZLC06G0022140	Transcription factor
ZLC06G0021350	Transcription factor
ZLC06G0021640	Transcription factor
ZLC06G0021650	Transcription factor
ZLC06G0020790	Transcription factor
ZLC06G0020690	Transcription factor
ZLC06G0020410	Transcription factor
ZLC06G0020250	Transcription factor
ZLC06G0019960	Transcription factor
ZLC06G0019910	Transcription factor
ZLC06G0019840	Transcription factor
ZLC06G0019730	Transcription factor
ZLC10G0008200	Transcription factor
ZLC06G0019230	Transcription factor
ZLC06G0019190	Transcription factor
ZLC06G0019170	Transcription factor
ZLC06G0018950	Transcription factor
ZLC06G0017900	Transcription factor
ZLC06G0017960	Transcription factor
ZLC06G0018520	Transcription factor
ZLC06G0018600	Transcription factor
ZLC06G0017540	Transcription factor
ZLC06G0017520	Transcription factor
ZLC06G0017310	Transcription factor
ZLC06G0017260	Transcription factor
ZLC06G0017180	Transcription factor
ZLC06G0017020	Transcription factor
ZLC06G0015740	Transcription factor
ZLC06G0015710	Transcription factor
ZLC06G0015330	Transcription factor
ZLC06G0015200	Transcription factor
ZLC06G0013840	Transcription factor
ZLC06G0013300	Transcription factor
ZLC06G0013040	Transcription factor
ZLC06G0013000	Transcription factor
ZLC06G0012580	Transcription factor
ZLC06G0012420	Transcription factor
ZLC06G0012410	Transcription factor
ZLC06G0012330	Transcription factor
ZLC06G0012230	Transcription factor
ZLC06G0012210	Transcription factor
ZLC06G0012100	Transcription factor
ZLC06G0011800	Transcription factor
ZLC06G0011680	Transcription factor
ZLC06G0011620	Transcription factor
ZLC06G0011380	Transcription factor
ZLC06G0011320	Transcription factor
ZLC06G0011310	Transcription factor
ZLC06G0011230	Transcription factor
ZLC06G0010660	Transcription factor
ZLC06G0010380	Transcription factor
ZLC06G0010410	Transcription factor
ZLC06G0010070	Transcription factor
ZLC06G0009740	Transcription factor
ZLC06G0009700	Transcription factor
ZLC06G0009630	Transcription factor
ZLC06G0009310	Transcription factor
ZLC06G0009250	Transcription factor
ZLC06G0009240	Transcription factor
ZLC06G0008970	Transcription factor
ZLC06G0008760	Transcription factor
ZLC06G0008430	Transcription factor
ZLC06G0008240	Transcription factor
ZLC06G0008220	Transcription factor
ZLC06G0007630	Transcription factor
ZLC06G0007580	Transcription factor
ZLC06G0007550	Transcription factor
ZLC06G0007490	Transcription factor
ZLC06G0007480	Transcription factor
ZLC06G0007220	Transcription factor
ZLC06G0007120	Transcription factor
ZLC06G0006980	Transcription factor
ZLC06G0006940	Transcription factor
ZLC06G0006930	Transcription factor
ZLC06G0006750	Transcription factor
ZLC06G0006700	Transcription factor
ZLC06G0006200	Transcription factor
ZLC06G0005280	Transcription factor
ZLC06G0005350	Transcription factor
ZLC06G0005520	Transcription factor
ZLC06G0005750	Transcription factor
ZLC06G0005760	Transcription factor
ZLC06G0005090	Transcription factor
ZLC06G0004950	Transcription factor
ZLC06G0004890	Transcription factor
ZLC06G0004880	Transcription factor
ZLC06G0004590	Transcription factor
ZLC06G0004570	Transcription factor
ZLC06G0004360	Transcription factor
ZLC06G0004350	Transcription factor
ZLC06G0004340	Transcription factor
ZLC06G0004280	Transcription factor
ZLC06G0003910	Transcription factor
ZLC06G0003850	Transcription factor
ZLC06G0003830	Transcription factor
ZLC06G0003630	Transcription factor
ZLC06G0003570	Transcription factor
ZLC06G0003270	Transcription factor
ZLC06G0003180	Transcription factor
ZLC06G0003100	Transcription factor
ZLC06G0003090	Transcription factor
ZLC06G0003080	Transcription factor
ZLC06G0003020	Transcription factor
ZLC06G0002890	Transcription factor
ZLC06G0002440	Transcription factor
ZLC06G0001440	Transcription factor
ZLC06G0001550	Transcription factor
ZLC06G0001560	Transcription factor
ZLC06G0001600	Transcription factor
ZLC06G0001650	Transcription factor
ZLC06G0001900	Transcription factor
ZLC06G0001910	Transcription factor
ZLC06G0002100	Transcription factor
ZLC07G0000920	Transcription factor
ZLC07G0000800	Transcription factor
ZLC07G0003490	Transcription factor
ZLC12G0022890	Transcription factor
ZLC07G0003870	Transcription factor
ZLC07G0004160	Transcription factor
ZLC07G0004460	Transcription factor
ZLC07G0004750	Transcription factor
ZLC07G0005340	Transcription factor
ZLC07G0005350	Transcription factor
ZLC03G0023010	Transcription factor
ZLC07G0006360	Transcription factor
ZLC07G0006340	Transcription factor
ZLC07G0006610	Transcription factor
ZLC07G0006980	Transcription factor
ZLC07G0007350	Transcription factor
ZLC07G0010670	Transcription factor
ZLC07G0008790	Transcription factor
ZLC07G0012300	Transcription factor
ZLC07G0010880	Transcription factor
ZLC07G0009030	Transcription factor
ZLC07G0011960	Transcription factor
ZLC11G0022900	Transcription factor
ZLC07G0012500	Transcription factor
ZLC07G0012610	Transcription factor
ZLC07G0008000	Transcription factor
ZLC07G0009440	Transcription factor
ZLC07G0013390	Transcription factor
ZLC07G0013360	Transcription factor
ZLC07G0013880	Transcription factor
ZLC07G0013870	Transcription factor
ZLC07G0014980	Transcription factor
ZLC07G0015010	Transcription factor
ZLC07G0015220	Transcription factor
ZLC07G0015940	Transcription factor
ZLC07G0016170	Transcription factor
ZLC07G0016180	Transcription factor
ZLC07G0016200	Transcription factor
ZLC07G0016230	Transcription factor
ZLC07G0016270	Transcription factor
ZLC07G0016910	Transcription factor
ZLC07G0016890	Transcription factor
ZLC07G0017030	Transcription factor
ZLC07G0018100	Transcription factor
ZLC07G0017940	Transcription factor
ZLC07G0017730	Transcription factor
ZLC07G0018610	Transcription factor
ZLC07G0018700	Transcription factor
ZLC07G0018720	Transcription factor
ZLC07G0018740	Transcription factor
ZLC07G0018890	Transcription factor
ZLC07G0018910	Transcription factor
ZLC07G0019160	Transcription factor
ZLC07G0019320	Transcription factor
ZLC07G0019700	Transcription factor
ZLC07G0019860	Transcription factor
ZLC07G0020910	Transcription factor
ZLC07G0021250	Transcription factor
ZLC07G0020610	Transcription factor
ZLC07G0022390	Transcription factor
ZLC07G0022500	Transcription factor
ZLC07G0022550	Transcription factor
ZLC07G0022570	Transcription factor
ZLC07G0022660	Transcription factor
ZLC07G0022750	Transcription factor
ZLC07G0023380	Transcription factor
ZLC07G0023410	Transcription factor
ZLC07G0023480	Transcription factor
ZLC07G0023530	Transcription factor
ZLC07G0023630	Transcription factor
ZLC07G0024170	Transcription factor
ZLC07G0024180	Transcription factor
ZLC07G0024500	Transcription factor
ZLC07G0024790	Transcription factor
ZLC07G0024820	Transcription factor
ZLC07G0025660	Transcription factor
ZLC07G0025150	Transcription factor
ZLC07G0026180	Transcription factor
ZLC07G0026610	Transcription factor
ZLC07G0027010	Transcription factor
ZLC07G0027810	Transcription factor
ZLC07G0027890	Transcription factor
ZLC07G0028740	Transcription factor
ZLC07G0028620	Transcription factor
ZLC07G0028470	Transcription factor
ZLC07G0028390	Transcription factor
ZLC08G0000450	Transcription factor
ZLC08G0000680	Transcription factor
ZLC08G0000980	Transcription factor
ZLC08G0001020	Transcription factor
ZLC08G0001200	Transcription factor
